query,video_id,text,likes,pos,neg,neu,compound,sentiment,teams,cities
FIFA World Cup 2026,e8laLiWolGg,"This was my favorite World Cup. 

Saudi Arabia beating Argentina.
Morocco making history.
Japan Beating Spain.
Korea beating Portugal. 
Argentina beating France.
Messi going home with the Trophy. 

This was great.",7785,0.161,0.272,0.567,-0.5994,Negative,['Argentina'],[]
FIFA World Cup 2026,e8laLiWolGg,It feels like this song is going to make us nostalgic within 10 years,5663,0.161,0.0,0.839,0.3612,Positive,[],[]
FIFA World Cup 2026,e8laLiWolGg,Anyone May 2026?,6,0.0,0.0,1.0,0.0,Neutral,[],[]
FIFA World Cup 2026,e8laLiWolGg,Heard that new Gillette razors ad song and had to clean my ears here,210,0.172,0.0,0.828,0.4019,Positive,[],[]
FIFA World Cup 2026,e8laLiWolGg,I think we all fled here after hearing the 2026 World Cup song 🥀,142,0.0,0.0,1.0,0.0,Neutral,[],[]
FIFA World Cup 2026,e8laLiWolGg,Qatar 2022 uno de los mejores mundiales de la historia se lo recordará para siempre ❤️,5701,0.0,0.0,1.0,0.0,Neutral,[],['Los Angeles']
FIFA World Cup 2026,e8laLiWolGg,fuimos muy duros contigo ❤,4,0.457,0.0,0.543,0.6369,Positive,[],[]
FIFA World Cup 2026,e8laLiWolGg,Came back here to regain the world cup vibes after getting absolute gutted by that american ford pickup truck song,90,0.0,0.0,1.0,0.0,Neutral,['USMNT'],[]
FIFA World Cup 2026,e8laLiWolGg,This song was quite underrated during the world cup but comes to light in this final❤️,618,0.0,0.0,1.0,0.0,Neutral,[],[]
FIFA World Cup 2026,e8laLiWolGg,Football-related songs never let us down. The rhythm of the music is lively and fun.,1708,0.323,0.0,0.677,0.7351,Positive,[],[]
FIFA World Cup 2026,e8laLiWolGg,Lionel Messi ⭐️,3,0.0,0.0,1.0,0.0,Neutral,['Argentina'],[]
FIFA World Cup 2026,e8laLiWolGg,"The best song
The best moment
The best final
The best atmosphere 
The best world cup",2592,0.656,0.0,0.344,0.9719,Positive,[],[]
FIFA World Cup 2026,e8laLiWolGg,"7 months have passed since the World Cup, and with this song you feel nostalgic, a truly wonderful World Cup",2203,0.268,0.0,0.732,0.765,Positive,[],[]
FIFA World Cup 2026,e8laLiWolGg,"I love how this song plays before the game starts, when all players are entering the ground. It's so beautiful!",1355,0.403,0.0,0.597,0.9097,Positive,[],[]
FIFA World Cup 2026,e8laLiWolGg,Thank you Qatar for hosting the best Fifa World finals ever.  Love Football.,12,0.522,0.0,0.478,0.8979,Positive,[],[]
FIFA World Cup 2026,e8laLiWolGg,"0% depression
0% inappropriate dances
0% smoking 
0% illegal

100% people having the best time of their life",961,0.158,0.275,0.566,-0.4767,Negative,[],[]
FIFA World Cup 2026,e8laLiWolGg,World cup qatar will always be remembered,852,0.0,0.0,1.0,0.0,Neutral,[],[]
FIFA World Cup 2026,e8laLiWolGg,"The new song for 2026 is actually so bad. I literally listened to the new one for 10 seconds and came back to this to clean my ears
This song is goated💯",70,0.069,0.115,0.817,-0.4198,Negative,[],[]
FIFA World Cup 2026,e8laLiWolGg,This song deserves to be the main song of this world cup. Really fits the world cups vibes,695,0.0,0.0,1.0,0.0,Neutral,[],[]
FIFA World Cup 2026,e8laLiWolGg,This world cup was really special.. I loved the mix and harmony of all cultures 😍 Qatar did an amazing job 🇶🇦👏,1743,0.431,0.0,0.569,0.949,Positive,[],[]
FIFA World Cup 2026,e8laLiWolGg,"Gracias Qatar por abrir tus brazos de fraternidad a todos los argentinos ,,,nunca en la vida será olvidado .",1523,0.0,0.0,1.0,0.0,Neutral,[],['Los Angeles']
FIFA World Cup 2026,e8laLiWolGg,و ستبقى هذه الاغنية افضل اغنية كأس عالم في التاريخ ❤,15,0.276,0.0,0.724,0.6369,Positive,[],[]
FIFA World Cup 2026,e8laLiWolGg,I can't get tired of this song and can't forget that dramatic final in history,678,0.239,0.0,0.761,0.4717,Positive,[],[]
FIFA World Cup 2026,e8laLiWolGg,"This was my father's last World Cup, he passed away 1 month after,this song we used to hear together 😢 , I always miss my father's face whenever I hear this song. Beautiful memories😢❤",821,0.162,0.156,0.681,0.3182,Positive,[],[]
FIFA World Cup 2026,e8laLiWolGg,"Congratulations for the Moroccan team, what a great achievement ❤ 🇲🇦🇲🇦🇲🇦🇲🇦🇲🇦🇲🇦",1003,0.575,0.0,0.425,0.9217,Positive,[],[]
FIFA World Cup 2026,e8laLiWolGg,2022 songs >>> 2026 songs,20,0.0,0.0,1.0,0.0,Neutral,[],[]
FIFA World Cup 2026,e8laLiWolGg,"Qatar World Cup not only show the spirit of sport, but also spirit of humanity. The 'global' vibe is just too strong.. Asia, Arab, Europe, America, Africa, Oceania came and respect each other.. Will miss Qatar world cup forever",479,0.251,0.04,0.71,0.8779,Positive,[],[]
FIFA World Cup 2026,e8laLiWolGg,"Arabic, English, French and Spanish these languages ​​come together in one song to welcome all residents coming to Qatar 😍😍",822,0.273,0.0,0.727,0.8402,Positive,[],[]
FIFA World Cup 2026,e8laLiWolGg,"I worked in FIFA stadiums during the World Cup, and I still feel goosebumps when we hear this song.",1369,0.0,0.0,1.0,0.0,Neutral,[],[]
FIFA World Cup 2026,e8laLiWolGg,November - December 2022 nostalgia 😢,4,0.0,0.341,0.659,-0.4767,Negative,[],[]
FIFA World Cup 2026,e8laLiWolGg,one of the best world cup song😁,10657,0.419,0.0,0.581,0.802,Positive,[],[]
FIFA World Cup 2026,e8laLiWolGg,"Comento esto ahorita porque se que en 10 años nos dará nostalgia esta canción, creo que es la única que me gustó del mundial 2022",3281,0.0,0.0,1.0,0.0,Neutral,[],['Los Angeles']
FIFA World Cup 2026,e8laLiWolGg,"La verdad pensaba que este mundial iba a ser uno muy olvidable, resultando ser uno de los más especiales para mí",236,0.0,0.0,1.0,0.0,Neutral,[],[]
FIFA World Cup 2026,e8laLiWolGg,احلا اجواء مونديال قطر 😢😢😢😢😢😢😢😢,3,0.0,0.674,0.326,-0.9744,Negative,[],[]
FIFA World Cup 2026,e8laLiWolGg,This song sounds amazing when the teams are introduced in the stadiums.,461,0.257,0.0,0.743,0.5859,Positive,[],[]
FIFA World Cup 2026,e8laLiWolGg,The best memories of the 2022 World Cup with the Moroccan national team 🇲🇦❤,534,0.375,0.0,0.625,0.8555,Positive,[],[]
FIFA World Cup 2026,e8laLiWolGg,Please come on and save fifa world cup 2026,11,0.44,0.0,0.56,0.6705,Positive,[],[]
FIFA World Cup 2026,e8laLiWolGg,"I am very proud of my country, Morocco. I am very happy that we have reached the semi-finals. I hope that we will beat France and reach the final, and the World Cup will be ours. Dima Maghreb 🇲🇦 viva marruecos 🇲🇦 vive le Maroc
3 2 1 morocco number one",884,0.238,0.0,0.762,0.9019,Positive,[],[]
FIFA World Cup 2026,e8laLiWolGg,Paso por aquí para dejar mi huella y decir que estuve vivo para presenciar una de las mejores finales de la historia de los mundiales.,536,0.0,0.0,1.0,0.0,Neutral,[],['Los Angeles']
FIFA World Cup 2026,e8laLiWolGg,Hearing this song played in stadiums before and after every match in WC Qatar 2022 ❤❤,338,0.403,0.0,0.597,0.8957,Positive,[],[]
FIFA World Cup 2026,e8laLiWolGg,I miss this era 😢 I've been happier,3,0.241,0.333,0.426,-0.0772,Negative,[],[]
FIFA World Cup 2026,lNRB7OCo8Wo,Take me back 😭😭 bro,876,0.0,0.437,0.563,-0.7351,Negative,[],[]
FIFA World Cup 2026,lNRB7OCo8Wo,I came here to cure my ear after listening to the 2026 world cup trucks song,1587,0.0,0.0,1.0,0.0,Neutral,[],[]
FIFA World Cup 2026,lNRB7OCo8Wo,"The Nigerian artist leading the song in the first few minutes just lost his son a month ago and still came up to make us all vibe and be happy while hiding his pain and sorrow


I appreciate and respect",5849,0.177,0.209,0.615,-0.1779,Negative,[],[]
FIFA World Cup 2026,lNRB7OCo8Wo,The Qatar world cup was the best ever........🎉🎉🎉,198,0.552,0.0,0.448,0.9062,Positive,[],[]
FIFA World Cup 2026,lNRB7OCo8Wo,Thanks FIFA Thanks Qatar Thanks All Teams,33428,0.685,0.0,0.315,0.8271,Positive,[],[]
FIFA World Cup 2026,lNRB7OCo8Wo,"The beautiful mix of Arabic singing, filled with English and French, Spanish and bits of Hindi language and African culture is absolutely crazy. Qatar really has put out an amazing show and prepared an amazing World Cup for us!! Indeed football brings us together, but it also teaches us that we should be respecting and accept each other’s culture with it’s values and norms. Haven't we all seen the Japanese people cleaning the stadiums while it wasn't even their match? It's because they don't lea",25910,0.251,0.009,0.74,0.9934,Positive,[],[]
FIFA World Cup 2026,lNRB7OCo8Wo,This World Cup is gonna go down in history books for sure. Amazing organization. Beautifully made stadiums. No alcohol. No fighting no Drama. MOROCCO made it to the semifinals AND ARGENTINA won the World Cup. What a game. That’s what sports is all about.,4731,0.337,0.038,0.625,0.945,Positive,['Argentina'],[]
FIFA World Cup 2026,lNRB7OCo8Wo,Cleaning my ear after the USA truck and chain song,216,0.0,0.0,1.0,0.0,Neutral,[],[]
FIFA World Cup 2026,lNRB7OCo8Wo,"No nudity, no vulgarity and nothing obscene... just pure celebration and what a way to do it amazing❤️❤️❤️",1051,0.283,0.071,0.646,0.7622,Positive,[],[]
FIFA World Cup 2026,lNRB7OCo8Wo,I'm from Argentina. I've just realised how crazy yesterday's final was. Never in my life (watching football alot) I've felt something similar. It surpassed what happened with Netherlands.,537,0.0,0.082,0.918,-0.34,Negative,['Argentina'],[]
FIFA World Cup 2026,lNRB7OCo8Wo,"The world was very jealous from you Qatar, because you was so amazing ❤️🇶🇦",3121,0.23,0.156,0.614,0.3763,Positive,[],[]
FIFA World Cup 2026,lNRB7OCo8Wo,anybody in 2026?? 😼💖,1098,0.569,0.0,0.431,0.8504,Positive,[],[]
FIFA World Cup 2026,lNRB7OCo8Wo,"Qatar is one of the smallest arab countries .... but it has big hosting heart for all the world,  thank you Qatar for making us proud, thank you for organizing  the best world cup in history  ...... greetings from Algeria ❤",275,0.476,0.0,0.524,0.988,Positive,[],[]
FIFA World Cup 2026,lNRB7OCo8Wo,"As an Arab, I am very proud of what Qatar has done in this wonderful World Cup and also what the Moroccan team has done by reaching fourth place in World Cup❤🇲🇦🇮🇶🇶🇦",3069,0.236,0.0,0.764,0.8614,Positive,[],[]
FIFA World Cup 2026,lNRB7OCo8Wo,"This world cup has made me speechless , best world cup i've seen in my life so far , all i can say is WELL DONE QATAR!",3478,0.227,0.0,0.773,0.8087,Positive,[],[]
FIFA World Cup 2026,lNRB7OCo8Wo,That can make grown man cry 😢,127,0.0,0.508,0.492,-0.7351,Negative,[],[]
FIFA World Cup 2026,lNRB7OCo8Wo,"For those who attended the final match, I’d like to say: Money well spent! What a game! Congrats Argentina, you deserve it! To France, you played a great game. You’ve nothing to regret! And Qatar, thank you for such grand hosting of the 2022 World Cup! It surely will stay in the memory of many for years ahead. Kudos!",2063,0.377,0.0,0.623,0.9812,Positive,['Argentina'],[]
FIFA World Cup 2026,lNRB7OCo8Wo,"Qatar was by far one of the best World Cup I’ve ever witnessed! Just Amazing!!! 
Congrats Argentina!",1219,0.473,0.0,0.527,0.9269,Positive,['Argentina'],[]
FIFA World Cup 2026,lNRB7OCo8Wo,"I don't think we will see like this copy of world cup any time soon. All games in one city and such amazing stadiums 🏟.
Hospitality and humble Qatari people.
Big thanks and congratulations to Qatar 🇶🇦.",554,0.284,0.0,0.716,0.9201,Positive,[],[]
FIFA World Cup 2026,lNRB7OCo8Wo,I  am actually crying watching this ( the nostalgia is crazy)😢😢,50,0.0,0.515,0.485,-0.8934,Negative,[],[]
FIFA World Cup 2026,lNRB7OCo8Wo,Beautiful. This how the world should be. Embrace one another's  beliefs and culture.,730,0.36,0.0,0.64,0.7351,Positive,[],[]
FIFA World Cup 2026,lNRB7OCo8Wo,"What a performance. Thank you Davido for performing even while mourning the loss of your son. You will smile again. Thank you FIFA, thank you Qatar!!!!",143,0.307,0.143,0.55,0.7156,Positive,[],[]
FIFA World Cup 2026,lNRB7OCo8Wo,Well done Qatar it was the best world cup I ever watched,1003,0.387,0.0,0.613,0.743,Positive,[],[]
FIFA World Cup 2026,lNRB7OCo8Wo,USA can never .....,832,0.0,0.0,1.0,0.0,Neutral,[],[]
FIFA World Cup 2026,lNRB7OCo8Wo,"This song got me so emotional 🥲 all language, religion on one platform. Let love continue to lead around the world! We are the world! Merci FIFA, merci Qatar 😍😍😍",648,0.306,0.0,0.694,0.9423,Positive,[],[]
FIFA World Cup 2026,lNRB7OCo8Wo,"Really man .... This world cup and its final match will be remembered forever....... The organisation and staff and all their managements were on another level....... 
Qatar's Management were as beautiful as Qatar itself.......",290,0.106,0.0,0.894,0.5994,Positive,[],[]
FIFA World Cup 2026,lNRB7OCo8Wo,"i have no words to describe the beauty of this world cup
thanks QATAR 🇶🇦",573,0.321,0.105,0.574,0.6705,Positive,[],[]
FIFA World Cup 2026,lNRB7OCo8Wo,I came to cure my ears after hearing the official 2026 wc song,41,0.0,0.0,1.0,0.0,Neutral,[],[]
FIFA World Cup 2026,lNRB7OCo8Wo,"Thank you Qatar 🇶🇦,  many tried to bring it down with negativity but to me this was actually the best world cup I've ever seen.",938,0.238,0.068,0.694,0.7506,Positive,[],[]
FIFA World Cup 2026,lNRB7OCo8Wo,"Without a doubt this is the most dramatic, thrilling, jaw dropping World Cup full of Surprises, awesome come backs and Joy. The finale was perhaps the best ever in the history of World Cup. Just one word Thankyou *QATAR*",761,0.37,0.023,0.607,0.9601,Positive,[],[]
FIFA World Cup 2026,lNRB7OCo8Wo,"0:02 : Dreamers / English 🇬🇧 / Choir
0:44 : Hayya Hayya- unreleased Moroccan remix / Moroccan Darija 🇲🇦 / Manal, Aisha
0:59 : Hayya Hayya / English 🇬🇧 / Davido, Aisha, Manal, Balqees, Rahma Riad
2:06 : Arhbo / Spanish 🇪🇸 / Ozuna
2:22 : Arhbo / English 🇬🇧 + 3:10 French🇫🇷 / Gims
3:26 : Arhbo / Arabic 🇸🇦 / Balqees,Rahma Riad
5:04 : Light the Sky/ English 🇬🇧 + 5:37 Hindi 🇮🇳 /Nora Fatehi 
5:54 : Light the Sky/ Morrocan Darija 🇲🇦 / Manal",5176,0.0,0.0,1.0,0.0,Neutral,[],[]
FIFA World Cup 2026,lNRB7OCo8Wo,Who is here December 2025 ?,858,0.0,0.0,1.0,0.0,Neutral,[],[]
FIFA World Cup 2026,lNRB7OCo8Wo,"The beautiful mix of Arabic singing, filled with English and French, Hindi and bits of Spanish and African culture is absolutely crazy. Qatar really has put out an amazing show and prepared an amazing World Cup for us!! Indeed football brings us together, but it also teaches us that we should be respecting and accept each other’s culture with it’s values and norms. The opening and ending of this show were both incredible <3",1646,0.271,0.02,0.709,0.9719,Positive,[],[]
FIFA World Cup 2026,lNRB7OCo8Wo,"Everyone said it was gonna be the worst and most dull world cup just for it to be one of the best and most fun ever, Thank you Qatar for proving the haters wrong 🇶🇦 👏👏",540,0.189,0.239,0.572,-0.4284,Negative,[],[]
FIFA World Cup 2026,lNRB7OCo8Wo,"Qatar exceeded our expectations..
the songs..
the stadiums..
the matches..
everything was just 💯",285,0.0,0.0,1.0,0.0,Neutral,[],[]
FIFA World Cup 2026,lNRB7OCo8Wo,This song hits my emotions 🥰🥰,4,0.57,0.0,0.43,0.9393,Positive,[],[]
FIFA World Cup 2026,lNRB7OCo8Wo,Qatar made a new history in the football world....great salute to Qatar 🇶🇦....,410,0.0,0.0,1.0,0.0,Neutral,[],[]
FIFA World Cup 2026,lNRB7OCo8Wo,"The best World Cup ever 🎉
David’s performance a month after losing his son 😢 So much respect to him. He is a strong one ☝🏾",129,0.293,0.123,0.583,0.835,Positive,[],[]
FIFA World Cup 2026,lNRB7OCo8Wo,"Thank you Qatar and FIFA, I have never seen any world cup as amazing as this",333,0.31,0.0,0.69,0.743,Positive,[],[]
FIFA World Cup 2026,lNRB7OCo8Wo,افضل كاس عالم ولا يتكرر 🔥😍 العرب غيييير🇶🇦❤,17,0.35,0.117,0.534,0.7003,Positive,[],[]
FIFA World Cup 2026,lNRB7OCo8Wo,"Thank you QATAR. This world cup will never be forgotten for years!
Congratulations Argentina 🇦🇷
You deserve it 👍✅",512,0.285,0.0,0.715,0.8104,Positive,['Argentina'],[]
FIFA World Cup 2026,lNRB7OCo8Wo,"We will remember this world cup final as one of the greatest finals ever played between two countries, Congratulations to Lionel Messi and the whole team of Argentina!",112,0.302,0.0,0.698,0.8955,Positive,['Argentina'],[]
FIFA World Cup 2026,lNRB7OCo8Wo,"This is such an emotional one for us Nigerians…..Davido for Nigeria, for Africa and the world!!!! 
Thanks for representing us the way you did. He had the most vibe on stage. He was the one cheering everyone on to dance.  Such a beautiful performance ❤🙏🏾",722,0.271,0.0,0.729,0.9522,Positive,[],[]
FIFA World Cup 2026,lNRB7OCo8Wo,منوا أتى بعد تأهل المنتخب العراقي الى المونديال 2026؟؟؟,45,0.0,0.0,1.0,0.0,Neutral,[],[]
FIFA World Cup 2026,lNRB7OCo8Wo,"The World Cup 2022 has been the best so far! I’m really glad we got to see different cultures and even surprises too like Morocco, the first African country to reach the semi finals and Japan beating Germany. It really has been an amazing experience. Thank you Qatar for ignoring the west backlash and showing them what Arab culture really looks like!",970,0.282,0.071,0.647,0.9428,Positive,[],[]
FIFA World Cup 2026,lNRB7OCo8Wo,"Beautiful culture, warm hospitality, very well organized, no alcohol and family friendly …Thank you for all Qatar 🇶🇦 for the best World Cup of all time, love from Germany 🇩🇪",305,0.437,0.054,0.508,0.954,Positive,[],[]
FIFA World Cup 2026,lNRB7OCo8Wo,"Thanks to Aisha, Manal, Rahma, Balqees, Nora, Ozuna, Davido and GIMS for this performance. It's so amazing, I love it.🤩 Thanks to Qatar's too. Love from Malaysia. 🇲🇾❤️🇶🇦",430,0.426,0.0,0.574,0.9654,Positive,[],[]
FIFA World Cup 2026,lNRB7OCo8Wo,لا يمكن لأمريكا فعل هذا ابدا مهما حدث سيبقى هاذا افضل كأس عالم عشته💔,5,0.197,0.146,0.657,0.2732,Positive,[],[]
FIFA World Cup 2026,lNRB7OCo8Wo,Best and so emotional World Cup ever . Thanks Qatar ❤,743,0.623,0.0,0.377,0.9216,Positive,[],[]
FIFA World Cup 2026,lNRB7OCo8Wo,"One of the greatest world cup final I witnessed😍
Already an Argentinian🇦🇷 fan here but mbappe last night gave one of the greatest fight like a lone wolf to Argentina team!
Congratulations to both the team's for a great memory!
Literally me and my family jumped in joy for Argentina winning it🇦🇷♥️
Messi carrying and enjoying his moment with the moment engraved in golden letters just wow😍🔥
An Indian fan here🇮🇳",261,0.444,0.069,0.487,0.9951,Positive,['Argentina'],[]
USMNT World Cup 2026,wG0FEzLKOr4,I love the song😅,5,0.528,0.0,0.472,0.7717,Positive,[],[]
USMNT World Cup 2026,wG0FEzLKOr4,Fofo demais isso beijinhos dois❤❤❤❤😊😊😊,5,0.659,0.0,0.341,0.988,Positive,[],[]
USMNT World Cup 2026,wG0FEzLKOr4,Runaaldo❤7abel 2😅😊,15,0.459,0.0,0.541,0.8176,Positive,[],[]
USMNT World Cup 2026,wG0FEzLKOr4,The production quality is really helpful I will definitely recommend this.,1,0.509,0.0,0.491,0.807,Positive,[],[]
USMNT World Cup 2026,wG0FEzLKOr4,Los dos ❤❤❤❤❤❤🎉🎉🎉🎉,46,0.75,0.0,0.25,0.9891,Positive,[],[]
USMNT World Cup 2026,wG0FEzLKOr4,Messi 🎉 yamal 🇪🇸🇦🇷😊❤❤❤💙💙💙,4,0.723,0.0,0.277,0.9881,Positive,['Argentina'],[]
